lessonName,lessonTime,lessonClass,lessonTeacher,lessonDay,groupName,podGroup,numerator,id
л.Органическая химия,15.20-16.55 ,37,Саввин П.Н.,ПОНЕДЕЛЬНИК ,Т-209,2,0,4788
л.Органическая химия,15.20-16.55 ,37,Саввин П.Н.,ПОНЕДЕЛЬНИК ,Т-209,2,1,4789
пр.Культурология,08.00-09.35 ,07,Черных В.Д.,ВТОРНИК     ,Т-209,2,0,4790
пр.Физика,08.00-09.35 ,42,Титов С.А.,ВТОРНИК     ,Т-209,2,1,4791
пр.Иностранный язык,09.45-11.20 ,4и,Козыренко Е.В.,ВТОРНИК     ,Т-209,2,0,4792
пр.Иностранный язык,09.45-11.20 ,9и,Фролова В.П.,ВТОРНИК     ,Т-209,2,0,4793
пр.Иностранный язык,09.45-11.20 ,4и,Козыренко Е.В.,ВТОРНИК     ,Т-209,2,1,4794
пр.Иностранный язык,09.45-11.20 ,9и,Фролова В.П.,ВТОРНИК     ,Т-209,2,1,4795
л.Теоретическая механика,11.50-13.25 ,53,Матвеева Е.В.,ВТОРНИК     ,Т-209,2,0,4796
л.Физика,11.50-13.25 ,53,Титов С.А.,ВТОРНИК     ,Т-209,2,1,4797
"Элективные дисциплины (курсы) по физической культуре и спорту, общая физическая подготовка",13.35-15.10 ,-,-,ВТОРНИК     ,Т-209,2,0,4798
"Элективные дисциплины (курсы) по физической культуре и спорту, общая физическая подготовка",13.35-15.10 ,-,-,ВТОРНИК     ,Т-209,2,1,4799
"лаб.Физика,",09.45-11.20 ,51,Татохин Е.А., СРЕДА      ,Т-209,2,0,4800
лаб.Метр. и стандарт.,09.45-11.20 ,5-25,Черкасова А.В., СРЕДА      ,Т-209,2,1,4801
пр.Иностранный язык,11.50-13.25 ,4и,Козыренко Е.В., СРЕДА      ,Т-209,2,0,4802
пр.Иностранный язык,11.50-13.25 ,9и,Фролова В.П., СРЕДА      ,Т-209,2,0,4803
пр.Иностранный язык,11.50-13.25 ,4и,Козыренко Е.В., СРЕДА      ,Т-209,2,1,4804
пр.Иностранный язык,11.50-13.25 ,9и,Фролова В.П., СРЕДА      ,Т-209,2,1,4805
лаб.Микробиология,13.35-15.10 ,419,Яковлева С.Ф., СРЕДА      ,Т-209,2,0,4806
лаб.Микробиология,15.20-16.55 ,419,Яковлева С.Ф., СРЕДА      ,Т-209,2,0,4807
лаб.Анатом. и гистолог...,09.45-11.20 ,041,Пожидаева Е.А.,ЧЕТВЕРГ     ,Т-209,2,0,4808
"лаб.Физ. и колл. химия,",09.45-11.20 ,437,Никулина А.В.,ЧЕТВЕРГ     ,Т-209,2,1,4809
лаб.Анатом. и гистолог...,11.50-13.25 ,041,Пожидаева Е.А.,ЧЕТВЕРГ     ,Т-209,2,0,4810
"лаб.Физ. и колл. химия,",11.50-13.25 ,437,Никулина А.В.,ЧЕТВЕРГ     ,Т-209,2,1,4811
л.Микробиология,13.35-15.10 ,204,Яковлева С.Ф.,ЧЕТВЕРГ     ,Т-209,2,0,4812
л.Анатомия и гистология сельскохозяйственных животных,13.35-15.10 ,204,Слободяник В.С.,ЧЕТВЕРГ     ,Т-209,2,1,4813
л.Культурология,15.20-16.55 ,452,Черных В.Д.,ЧЕТВЕРГ     ,Т-209,2,0,4814
л.Метрология и стандартизация,15.20-16.55 ,401,Клейменова Н.Л.,ЧЕТВЕРГ     ,Т-209,2,1,4815
"лаб.Органическая химия,",09.45-11.20 ,6-39,Саввин П.Н.,ПЯТНИЦА     ,Т-209,2,1,4816
"лаб.Органическая химия,",11.50-13.25 ,6-39,Саввин П.Н.,ПЯТНИЦА     ,Т-209,2,1,4817
л.Органическая химия,09.45-11.20 ,16,Саввин П.Н.,ПОНЕДЕЛЬНИК ,ТБ-01,1,1,4818
пр.Физика,11.50-13.25 ,42,Титов С.А.,ПОНЕДЕЛЬНИК ,ТБ-01,1,0,4819
пр.Физика,11.50-13.25 ,42,Титов С.А.,ПОНЕДЕЛЬНИК ,ТБ-01,1,1,4820
лаб.Физика,13.35-15.10 ,51,Титов С.А.,ПОНЕДЕЛЬНИК ,ТБ-01,1,0,4821
л.Физическая и коллоидная химия,15.20-16.55 ,441,Бондарева Л.П.,ПОНЕДЕЛЬНИК ,ТБ-01,1,0,4822
л.Физика,11.50-13.25 ,53,Титов С.А.,ВТОРНИК     ,ТБ-01,1,1,4823
"Элективные дисциплины (курсы) по физической культуре и спорту, общая физическая подготовка",13.35-15.10 ,-,-,ВТОРНИК     ,ТБ-01,1,0,4824
"Элективные дисциплины (курсы) по физической культуре и спорту, общая физическая подготовка",13.35-15.10 ,-,-,ВТОРНИК     ,ТБ-01,1,1,4825
л.Математика,15.20-16.55 ,13,Попов М.И.,ВТОРНИК     ,ТБ-01,1,0,4826
лаб.Органическая химия,08.00-09.35 ,6-42,Саввин П.Н., СРЕДА      ,ТБ-01,1,1,4827
лаб.Органическая химия,09.45-11.20 ,6-42,Саввин П.Н., СРЕДА      ,ТБ-01,1,1,4828
пр.Иностранный язык,11.50-13.25 ,12и,Ларина Л.И., СРЕДА      ,ТБ-01,1,0,4829
пр.Иностранный язык,11.50-13.25 ,10и,Молодых Е.А., СРЕДА      ,ТБ-01,1,0,4830
пр.Иностранный язык,11.50-13.25 ,12и,Ларина Л.И., СРЕДА      ,ТБ-01,1,1,4831
пр.Иностранный язык,11.50-13.25 ,10и,Молодых Е.А., СРЕДА      ,ТБ-01,1,1,4832
лаб.Физическая и коллоидная химия,13.35-15.10 ,441,Бондарева Л.П., СРЕДА      ,ТБ-01,1,0,4833
лаб.Физическая и коллоидная химия,15.20-16.55 ,441,Бондарева Л.П., СРЕДА      ,ТБ-01,1,0,4834
пр.Иностранный язык,09.45-11.20 ,4и,Чигирин Е.А.,ЧЕТВЕРГ     ,ТБ-01,1,0,4835
пр.Иностранный язык,09.45-11.20 ,4и,Чигирин Е.А.,ЧЕТВЕРГ     ,ТБ-01,1,1,4836
пр.Иностранный язык,11.50-13.25 ,4и,Чигирин Е.А.,ЧЕТВЕРГ     ,ТБ-01,1,0,4837
пр.Иностранный язык,11.50-13.25 ,4и,Чигирин Е.А.,ЧЕТВЕРГ     ,ТБ-01,1,1,4838
пр.Математика,13.35-15.10 ,231,Попов М.И.,ЧЕТВЕРГ     ,ТБ-01,1,0,4839
пр.Математика,13.35-15.10 ,231,Попов М.И.,ЧЕТВЕРГ     ,ТБ-01,1,1,4840
л.Культурология,15.20-16.55 ,452,Черных В.Д.,ЧЕТВЕРГ     ,ТБ-01,1,0,4841
л.Метрология и стандартизация,15.20-16.55 ,401,Клейменова Н.Л.,ЧЕТВЕРГ     ,ТБ-01,1,1,4842
лаб.АХ и ФХМА,09.45-11.20 ,440,Кучменко Т.А.,ПЯТНИЦА     ,ТБ-01,1,0,4843
лаб.АХ и ФХМА,11.50-13.25 ,440,Кучменко Т.А.,ПЯТНИЦА     ,ТБ-01,1,0,4844
пр.Культурология,11.50-13.25 ,07,Черных В.Д.,ПЯТНИЦА     ,ТБ-01,1,1,4845
л.АХ и ФХМА,13.35-15.10 ,440,Кучменко Т.А.,ПЯТНИЦА     ,ТБ-01,1,0,4846
лаб.Метрология и стандартизация,13.35-15.10 ,5-27,Никульчева О.С.,ПЯТНИЦА     ,ТБ-01,1,1,4847
пр.Иностранный язык,15.20-16.55 ,12и,Ларина Л.И.,ПЯТНИЦА     ,ТБ-01,1,0,4848
пр.Иностранный язык,15.20-16.55 ,10и,Молодых Е.А.,ПЯТНИЦА     ,ТБ-01,1,0,4849
пр.Иностранный язык,15.20-16.55 ,12и,Ларина Л.И.,ПЯТНИЦА     ,ТБ-01,1,1,4850
пр.Иностранный язык,15.20-16.55 ,10и,Молодых Е.А.,ПЯТНИЦА     ,ТБ-01,1,1,4851
лаб.Пат. физиология,13.35-15.10 ,429,Сторублевцев С.А.,ПОНЕДЕЛЬНИК ,Т-190,1,1,4852
лаб.Пат. физиология,15.20-16.55 ,429,Сторублевцев С.А.,ПОНЕДЕЛЬНИК ,Т-190,1,1,4853
л.ТПЖРПиГ,08.00-09.35 ,035,Пожидаева Е.А.,ВТОРНИК     ,Т-190,1,0,4854
л.ТПЖРПиГ,08.00-09.35 ,035,Полянских С.В.,ВТОРНИК     ,Т-190,1,1,4855
лаб.ТПЖРПиГ,09.45-11.20 ,041,Пожидаева Е.А.,ВТОРНИК     ,Т-190,1,0,4856
лаб.ВСЭ,09.45-11.20 ,429,Василенко Л.И.,ВТОРНИК     ,Т-190,1,1,4857
лаб.ТПЖРПиГ,11.50-13.25 ,041,Пожидаева Е.А.,ВТОРНИК     ,Т-190,1,0,4858
лаб.ВСЭ,11.50-13.25 ,429,Василенко Л.И.,ВТОРНИК     ,Т-190,1,1,4859
л.Ветеринарно-санитарная экспертиза,13.35-15.10 ,13,Василенко Л.И.,ВТОРНИК     ,Т-190,1,1,4860
лаб.Клин-лаб. диагн.,09.45-11.20 ,429,Сторублевцев С.А., СРЕДА      ,Т-190,1,1,4861
лаб.Клин-лаб. диагн.,11.50-13.25 ,429,Сторублевцев С.А., СРЕДА      ,Т-190,1,1,4862
лаб.Осн. иммунолог.,09.45-11.20 ,429,Гребенщиков А.В.,ЧЕТВЕРГ     ,Т-190,1,0,4863
лаб.Осн. иммунолог.,11.50-13.25 ,429,Гребенщиков А.В.,ЧЕТВЕРГ     ,Т-190,1,0,4864
л.Патологическая физиология,13.35-15.10 ,403,Сторублевцев С.А.,ЧЕТВЕРГ     ,Т-190,1,0,4865
л.Клинико-лабораторная диагностика,13.35-15.10 ,16,Сторублевцев С.А.,ЧЕТВЕРГ     ,Т-190,1,1,4866
л.Финансовая культура и безопасность,15.20-16.55 ,237,Нуждин Р.В.,ЧЕТВЕРГ     ,Т-190,1,0,4867
пр.Финансовая культура и безопасность,15.20-16.55 ,237,Нуждин Р.В.,ЧЕТВЕРГ     ,Т-190,1,1,4868
"Элективные дисциплины (курсы) по физической культуре и спорту, ОФП",08.00-09.35 ,-,-,ПЯТНИЦА     ,Т-190,1,0,4869
"Элективные дисциплины (курсы) по физической культуре и спорту, ОФП",08.00-09.35 ,-,-,ПЯТНИЦА     ,Т-190,1,1,4870
л.Основы иммунологии,09.45-11.20 ,403,Гребенщиков А.В.,ПЯТНИЦА     ,Т-190,1,0,4871
л.Патологическая анатомия животных,09.45-11.20 ,403,Гребенщиков А.В.,ПЯТНИЦА     ,Т-190,1,1,4872
лаб.Пат. анатомия,11.50-13.25 ,429,Гребенщиков А.В.,ПЯТНИЦА     ,Т-190,1,0,4873
лаб.Пат. анатомия,13.35-15.10 ,429,Гребенщиков А.В.,ПЯТНИЦА     ,Т-190,1,0,4874
лаб.Пат. физиология,13.35-15.10 ,429,Сторублевцев С.А.,ПОНЕДЕЛЬНИК ,Т-190,2,0,4875
лаб.Пат. физиология,15.20-16.55 ,429,Сторублевцев С.А.,ПОНЕДЕЛЬНИК ,Т-190,2,0,4876
л.ТПЖРПиГ,08.00-09.35 ,035,Пожидаева Е.А.,ВТОРНИК     ,Т-190,2,0,4877
л.ТПЖРПиГ,08.00-09.35 ,035,Полянских С.В.,ВТОРНИК     ,Т-190,2,1,4878
лаб.ВСЭ,09.45-11.20 ,429,Василенко Л.И.,ВТОРНИК     ,Т-190,2,0,4879
лаб.ТПЖРПиГ,09.45-11.20 ,041,Полянских С.В.,ВТОРНИК     ,Т-190,2,1,4880
лаб.ВСЭ,11.50-13.25 ,429,Василенко Л.И.,ВТОРНИК     ,Т-190,2,0,4881
лаб.ТПЖРПиГ,11.50-13.25 ,041,Полянских С.В.,ВТОРНИК     ,Т-190,2,1,4882
л.Ветеринарно-санитарная экспертиза,13.35-15.10 ,13,Василенко Л.И.,ВТОРНИК     ,Т-190,2,1,4883
лаб.Клин-лаб. диагн. / ,09.45-11.20 ,429 / 429,Сторублевцев С.А. / Сторублевцев С.А., СРЕДА      ,Т-190,2,0,4884
лаб.Клин-лаб. диагн. / ,11.50-13.25 ,429 / 429,Сторублевцев С.А. / Сторублевцев С.А., СРЕДА      ,Т-190,2,0,4885
лаб.Осн. иммунолог. / ,09.45-11.20 ,429 / 429,Гребенщиков А.В. / Гребенщиков А.В.,ЧЕТВЕРГ     ,Т-190,2,1,4886
лаб.Осн. иммунолог. / ,11.50-13.25 ,429 / 429,Гребенщиков А.В. / Гребенщиков А.В.,ЧЕТВЕРГ     ,Т-190,2,1,4887
л.Патологическая физиология,13.35-15.10 ,403,Сторублевцев С.А.,ЧЕТВЕРГ     ,Т-190,2,0,4888
л.Клинико-лабораторная диагностика,13.35-15.10 ,16,Сторублевцев С.А.,ЧЕТВЕРГ     ,Т-190,2,1,4889
л.Финансовая культура и безопасность,15.20-16.55 ,237,Нуждин Р.В.,ЧЕТВЕРГ     ,Т-190,2,0,4890
пр.Финансовая культура и безопасность,15.20-16.55 ,237,Нуждин Р.В.,ЧЕТВЕРГ     ,Т-190,2,1,4891
"Элективные дисциплины (курсы) по физической культуре и спорту, ОФП",08.00-09.35 ,-,-,ПЯТНИЦА     ,Т-190,2,0,4892
"Элективные дисциплины (курсы) по физической культуре и спорту, ОФП",08.00-09.35 ,-,-,ПЯТНИЦА     ,Т-190,2,1,4893
л.Основы иммунологии,09.45-11.20 ,403,Гребенщиков А.В.,ПЯТНИЦА     ,Т-190,2,0,4894
л.Патологическая анатомия животных,09.45-11.20 ,403,Гребенщиков А.В.,ПЯТНИЦА     ,Т-190,2,1,4895
лаб.Пат. анатомия,11.50-13.25 ,429,Гребенщиков А.В.,ПЯТНИЦА     ,Т-190,2,1,4896
лаб.Пат. анатомия,13.35-15.10 ,429,Гребенщиков А.В.,ПЯТНИЦА     ,Т-190,2,1,4897
лаб.Физ.-хим. основы,09.45-11.20 ,317,Новикова И.В.,ПОНЕДЕЛЬНИК ,Т-191,1,0,4898
"лаб.Технологии отрасли,",09.45-11.20 ,222,Лыткина Л.И.,ПОНЕДЕЛЬНИК ,Т-191,1,1,4899
лаб.Физ.-хим. основы,11.50-13.25 ,317,Новикова И.В.,ПОНЕДЕЛЬНИК ,Т-191,1,0,4900
"лаб.Технологии отрасли,",11.50-13.25 ,222,Лыткина Л.И.,ПОНЕДЕЛЬНИК ,Т-191,1,1,4901
лаб.Пищ. микробиол.,13.35-15.10 ,419,Свиридова Т.В.,ПОНЕДЕЛЬНИК ,Т-191,1,0,4902
лаб.Пищ. микробиол.,15.20-16.55 ,419,Свиридова Т.В.,ПОНЕДЕЛЬНИК ,Т-191,1,0,4903
"Элективные дисциплины (курсы) по физической культуре и спорту, общая физическая подготовка",11.50-13.25 ,-,-,ВТОРНИК     ,Т-191,1,0,4904
"Элективные дисциплины (курсы) по физической культуре и спорту, общая физическая подготовка",11.50-13.25 ,-,-,ВТОРНИК     ,Т-191,1,1,4905
л.Биохимия,13.35-15.10 ,201,Корнеева О.С.,ВТОРНИК     ,Т-191,1,0,4906
л.Биохимия,13.35-15.10 ,201,Корнеева О.С.,ВТОРНИК     ,Т-191,1,1,4907
л.Физико-химические основы и общие принципы переработки растительного сырья,15.20-16.55 ,201,Лукина С.И.,ВТОРНИК     ,Т-191,1,0,4908
л.Пищевая микробиология,15.20-16.55 ,201,Свиридова Т.В.,ВТОРНИК     ,Т-191,1,1,4909
"лаб.Химия пищи,",09.45-11.20 ,432,Ожерельева О.Н., СРЕДА      ,Т-191,1,0,4910
лаб.ОТО,09.45-11.20 ,222,Алехина Н.Н., СРЕДА      ,Т-191,1,1,4911
"лаб.Химия пищи,",11.50-13.25 ,432,Ожерельева О.Н., СРЕДА      ,Т-191,1,0,4912
лаб.ОТО,11.50-13.25 ,222,Алехина Н.Н., СРЕДА      ,Т-191,1,1,4913
л.Химия пищи,13.35-15.10 ,201,Ожерельева О.Н., СРЕДА      ,Т-191,1,0,4914
л.Общая технология отрасли,13.35-15.10 ,201,Алехина Н.Н., СРЕДА      ,Т-191,1,1,4915
л.Физико-химические основы и общие принципы переработки растительного сырья,15.20-16.55 ,201,Новикова И.В., СРЕДА      ,Т-191,1,0,4916
л.Физико-химические основы и общие принципы переработки растительного сырья,15.20-16.55 ,201,Новикова И.В., СРЕДА      ,Т-191,1,1,4917
лаб.Процессы и аппараты / ,09.45-11.20 ,111/2 / 111/2,Богомолов И.С. / Богомолов И.С.,ЧЕТВЕРГ     ,Т-191,1,0,4918
"лаб.Биохимия,",09.45-11.20 ,414,Репин П.С.,ЧЕТВЕРГ     ,Т-191,1,1,4919
лаб.Процессы и аппараты / ,11.50-13.25 ,111/2 / 111/2,Богомолов И.С. / Богомолов И.С.,ЧЕТВЕРГ     ,Т-191,1,0,4920
"лаб.Биохимия,",11.50-13.25 ,414,Репин П.С.,ЧЕТВЕРГ     ,Т-191,1,1,4921
л.Технологии отрасли,09.45-11.20 ,201,Лыткина Л.И.,ПЯТНИЦА     ,Т-191,1,0,4922
л.Технологии отрасли,09.45-11.20 ,201,Пономарева Е.И.,ПЯТНИЦА     ,Т-191,1,1,4923
л.Процессы и аппараты,11.50-13.25 ,201,Драган И.В.,ПЯТНИЦА     ,Т-191,1,0,4924
л.Процессы и аппараты,11.50-13.25 ,201,Драган И.В.,ПЯТНИЦА     ,Т-191,1,1,4925
"лаб.Технологии отрасли,",09.45-11.20 ,222,Пономарева Е.И.,ПОНЕДЕЛЬНИК ,Т-191,2,0,4926
лаб.Физ.-хим. основы,09.45-11.20 ,206,Лукина С.И.,ПОНЕДЕЛЬНИК ,Т-191,2,1,4927
"лаб.Технологии отрасли,",11.50-13.25 ,222,Пономарева Е.И.,ПОНЕДЕЛЬНИК ,Т-191,2,0,4928
лаб.Физ.-хим. основы,11.50-13.25 ,206,Лукина С.И.,ПОНЕДЕЛЬНИК ,Т-191,2,1,4929
лаб.Пищ. микробиол.,13.35-15.10 ,419,Толкачева А.А.,ПОНЕДЕЛЬНИК ,Т-191,2,1,4930
лаб.Пищ. микробиол.,15.20-16.55 ,419,Толкачева А.А.,ПОНЕДЕЛЬНИК ,Т-191,2,1,4931
"Элективные дисциплины (курсы) по физической культуре и спорту, общая физическая подготовка",11.50-13.25 ,-,-,ВТОРНИК     ,Т-191,2,0,4932
"Элективные дисциплины (курсы) по физической культуре и спорту, общая физическая подготовка",11.50-13.25 ,-,-,ВТОРНИК     ,Т-191,2,1,4933
л.Биохимия,13.35-15.10 ,201,Корнеева О.С.,ВТОРНИК     ,Т-191,2,0,4934
л.Биохимия,13.35-15.10 ,201,Корнеева О.С.,ВТОРНИК     ,Т-191,2,1,4935
л.Физико-химические основы и общие принципы переработки растительного сырья,15.20-16.55 ,201,Лукина С.И.,ВТОРНИК     ,Т-191,2,0,4936
л.Пищевая микробиология,15.20-16.55 ,201,Свиридова Т.В.,ВТОРНИК     ,Т-191,2,1,4937
лаб.ОТО,09.45-11.20 ,222,Алехина Н.Н., СРЕДА      ,Т-191,2,0,4938
"лаб.Химия пищи,",09.45-11.20 ,432,Ожерельева О.Н., СРЕДА      ,Т-191,2,1,4939
лаб.ОТО,11.50-13.25 ,222,Алехина Н.Н., СРЕДА      ,Т-191,2,0,4940
"лаб.Химия пищи,",11.50-13.25 ,432,Ожерельева О.Н., СРЕДА      ,Т-191,2,1,4941
л.Химия пищи,13.35-15.10 ,201,Ожерельева О.Н., СРЕДА      ,Т-191,2,0,4942
л.Общая технология отрасли,13.35-15.10 ,201,Алехина Н.Н., СРЕДА      ,Т-191,2,1,4943
л.Физико-химические основы и общие принципы переработки растительного сырья,15.20-16.55 ,201,Новикова И.В., СРЕДА      ,Т-191,2,0,4944
л.Физико-химические основы и общие принципы переработки растительного сырья,15.20-16.55 ,201,Новикова И.В., СРЕДА      ,Т-191,2,1,4945
"лаб.Биохимия,",09.45-11.20 ,414,Репин П.С.,ЧЕТВЕРГ     ,Т-191,2,0,4946
лаб.Процессы и аппараты / ,09.45-11.20 ,111/2 / 111/2,Богомолов И.С. / Богомолов И.С.,ЧЕТВЕРГ     ,Т-191,2,1,4947
"лаб.Биохимия,",11.50-13.25 ,414,Репин П.С.,ЧЕТВЕРГ     ,Т-191,2,0,4948
лаб.Процессы и аппараты / ,11.50-13.25 ,111/2 / 111/2,Богомолов И.С. / Богомолов И.С.,ЧЕТВЕРГ     ,Т-191,2,1,4949
л.Технологии отрасли,09.45-11.20 ,201,Лыткина Л.И.,ПЯТНИЦА     ,Т-191,2,0,4950
л.Технологии отрасли,09.45-11.20 ,201,Пономарева Е.И.,ПЯТНИЦА     ,Т-191,2,1,4951
л.Процессы и аппараты,11.50-13.25 ,201,Драган И.В.,ПЯТНИЦА     ,Т-191,2,0,4952
л.Процессы и аппараты,11.50-13.25 ,201,Драган И.В.,ПЯТНИЦА     ,Т-191,2,1,4953
лаб.Пищ. микробиол.,09.45-11.20 ,419,Толкачева А.А.,ПОНЕДЕЛЬНИК ,Т-192,1,0,4954
лаб.Пищ. микробиол.,11.50-13.25 ,419,Толкачева А.А.,ПОНЕДЕЛЬНИК ,Т-192,1,0,4955
лаб.Физ.-хим. основы,13.35-15.10 ,317,Новикова И.В.,ПОНЕДЕЛЬНИК ,Т-192,1,0,4956
"лаб.Технологии отрасли,",13.35-15.10 ,222,Лыткина Л.И.,ПОНЕДЕЛЬНИК ,Т-192,1,1,4957
лаб.Физ.-хим. основы,15.20-16.55 ,317,Новикова И.В.,ПОНЕДЕЛЬНИК ,Т-192,1,0,4958
"лаб.Технологии отрасли,",15.20-16.55 ,222,Лыткина Л.И.,ПОНЕДЕЛЬНИК ,Т-192,1,1,4959
"Элективные дисциплины (курсы) по физической культуре и спорту, общая физическая подготовка",11.50-13.25 ,-,-,ВТОРНИК     ,Т-192,1,0,4960
"Элективные дисциплины (курсы) по физической культуре и спорту, общая физическая подготовка",11.50-13.25 ,-,-,ВТОРНИК     ,Т-192,1,1,4961
л.Биохимия,13.35-15.10 ,201,Корнеева О.С.,ВТОРНИК     ,Т-192,1,0,4962
л.Биохимия,13.35-15.10 ,201,Корнеева О.С.,ВТОРНИК     ,Т-192,1,1,4963
л.Физико-химические основы и общие принципы переработки растительного сырья,15.20-16.55 ,201,Лукина С.И.,ВТОРНИК     ,Т-192,1,0,4964
л.Пищевая микробиология,15.20-16.55 ,201,Свиридова Т.В.,ВТОРНИК     ,Т-192,1,1,4965
л.Химия пищи,13.35-15.10 ,201,Ожерельева О.Н., СРЕДА      ,Т-192,1,0,4966
л.Общая технология отрасли,13.35-15.10 ,201,Алехина Н.Н., СРЕДА      ,Т-192,1,1,4967
л.Физико-химические основы и общие принципы переработки растительного сырья,15.20-16.55 ,201,Новикова И.В., СРЕДА      ,Т-192,1,0,4968
л.Физико-химические основы и общие принципы переработки растительного сырья,15.20-16.55 ,201,Новикова И.В., СРЕДА      ,Т-192,1,1,4969
"лаб.Химия пищи,",09.45-11.20 ,432,Ожерельева О.Н.,ЧЕТВЕРГ     ,Т-192,1,0,4970
лаб.ОТО,09.45-11.20 ,222,Алехина Н.Н.,ЧЕТВЕРГ     ,Т-192,1,1,4971
"лаб.Химия пищи,",11.50-13.25 ,432,Ожерельева О.Н.,ЧЕТВЕРГ     ,Т-192,1,0,4972
лаб.ОТО,11.50-13.25 ,222,Алехина Н.Н.,ЧЕТВЕРГ     ,Т-192,1,1,4973
лаб.Процессы и аппараты / ,13.35-15.10 ,111/2 / 111/2,Богомолов И.С. / Богомолов И.С.,ЧЕТВЕРГ     ,Т-192,1,0,4974
"лаб.Биохимия,",13.35-15.10 ,414,Репин П.С.,ЧЕТВЕРГ     ,Т-192,1,1,4975
лаб.Процессы и аппараты / ,15.20-16.55 ,111/2 / 111/2,Богомолов И.С. / Богомолов И.С.,ЧЕТВЕРГ     ,Т-192,1,0,4976
"лаб.Биохимия,",15.20-16.55 ,414,Репин П.С.,ЧЕТВЕРГ     ,Т-192,1,1,4977
л.Технологии отрасли,09.45-11.20 ,201,Лыткина Л.И.,ПЯТНИЦА     ,Т-192,1,0,4978
л.Технологии отрасли,09.45-11.20 ,201,Пономарева Е.И.,ПЯТНИЦА     ,Т-192,1,1,4979
л.Процессы и аппараты,11.50-13.25 ,201,Драган И.В.,ПЯТНИЦА     ,Т-192,1,0,4980
л.Процессы и аппараты,11.50-13.25 ,201,Драган И.В.,ПЯТНИЦА     ,Т-192,1,1,4981
лаб.Пищ. микробиол.,09.45-11.20 ,419,Толкачева А.А.,ПОНЕДЕЛЬНИК ,Т-192,2,1,4982
лаб.Пищ. микробиол.,11.50-13.25 ,419,Толкачева А.А.,ПОНЕДЕЛЬНИК ,Т-192,2,1,4983
"лаб.Технологии отрасли,",13.35-15.10 ,222,Пономарева Е.И.,ПОНЕДЕЛЬНИК ,Т-192,2,0,4984
лаб.Физ.-хим. основы,13.35-15.10 ,206,Лукина С.И.,ПОНЕДЕЛЬНИК ,Т-192,2,1,4985
"лаб.Технологии отрасли,",15.20-16.55 ,222,Пономарева Е.И.,ПОНЕДЕЛЬНИК ,Т-192,2,0,4986
лаб.Физ.-хим. основы,15.20-16.55 ,206,Лукина С.И.,ПОНЕДЕЛЬНИК ,Т-192,2,1,4987
"Элективные дисциплины (курсы) по физической культуре и спорту, общая физическая подготовка",11.50-13.25 ,-,-,ВТОРНИК     ,Т-192,2,0,4988
"Элективные дисциплины (курсы) по физической культуре и спорту, общая физическая подготовка",11.50-13.25 ,-,-,ВТОРНИК     ,Т-192,2,1,4989
л.Биохимия,13.35-15.10 ,201,Корнеева О.С.,ВТОРНИК     ,Т-192,2,0,4990
л.Биохимия,13.35-15.10 ,201,Корнеева О.С.,ВТОРНИК     ,Т-192,2,1,4991
л.Физико-химические основы и общие принципы переработки растительного сырья,15.20-16.55 ,201,Лукина С.И.,ВТОРНИК     ,Т-192,2,0,4992
л.Пищевая микробиология,15.20-16.55 ,201,Свиридова Т.В.,ВТОРНИК     ,Т-192,2,1,4993
л.Химия пищи,13.35-15.10 ,201,Ожерельева О.Н., СРЕДА      ,Т-192,2,0,4994
л.Общая технология отрасли,13.35-15.10 ,201,Алехина Н.Н., СРЕДА      ,Т-192,2,1,4995
л.Физико-химические основы и общие принципы переработки растительного сырья,15.20-16.55 ,201,Новикова И.В., СРЕДА      ,Т-192,2,0,4996
л.Физико-химические основы и общие принципы переработки растительного сырья,15.20-16.55 ,201,Новикова И.В., СРЕДА      ,Т-192,2,1,4997
лаб.ОТО,09.45-11.20 ,222,Алехина Н.Н.,ЧЕТВЕРГ     ,Т-192,2,0,4998
"лаб.Химия пищи,",09.45-11.20 ,432,Ожерельева О.Н.,ЧЕТВЕРГ     ,Т-192,2,1,4999
лаб.ОТО,11.50-13.25 ,222,Алехина Н.Н.,ЧЕТВЕРГ     ,Т-192,2,0,5000
"лаб.Химия пищи,",11.50-13.25 ,432,Ожерельева О.Н.,ЧЕТВЕРГ     ,Т-192,2,1,5001
"лаб.Биохимия,",13.35-15.10 ,414,Репин П.С.,ЧЕТВЕРГ     ,Т-192,2,0,5002
лаб.Процессы и аппараты / ,13.35-15.10 ,111/2 / 111/2,Богомолов И.С. / Богомолов И.С.,ЧЕТВЕРГ     ,Т-192,2,1,5003
"лаб.Биохимия,",15.20-16.55 ,414,Репин П.С.,ЧЕТВЕРГ     ,Т-192,2,0,5004
лаб.Процессы и аппараты / ,15.20-16.55 ,111/2 / 111/2,Богомолов И.С. / Богомолов И.С.,ЧЕТВЕРГ     ,Т-192,2,1,5005
л.Технологии отрасли,09.45-11.20 ,201,Лыткина Л.И.,ПЯТНИЦА     ,Т-192,2,0,5006
л.Технологии отрасли,09.45-11.20 ,201,Пономарева Е.И.,ПЯТНИЦА     ,Т-192,2,1,5007
л.Процессы и аппараты,11.50-13.25 ,201,Драган И.В.,ПЯТНИЦА     ,Т-192,2,0,5008
л.Процессы и аппараты,11.50-13.25 ,201,Драган И.В.,ПЯТНИЦА     ,Т-192,2,1,5009
